,Date,Club,Attacking,Attacking_Cumulative,Possession,Possession_Cumulative,Defensive,Defensive_Cumuluative,Overall,Overall_Cumulative
0,13.8.2017,manchester-united,239.13,0.0,55.79,0.0,72.99,0.0,367.91,0.0
1,19.8.2017,manchester-united,93.45,332.58,58.78,114.57,146.75,219.74,298.98,666.8900000000001
2,26.8.2017,manchester-united,142.78,475.36,72.55,187.12,46.43,266.17,261.76,928.6500000000001
3,9.9.2017,manchester-united,-2.6,472.76,26.31,213.43,-14.41,251.76000000000002,9.3,937.95
4,17.9.2017,manchester-united,72.68,545.44,9.9,223.33,61.11,312.87,143.69,1081.64
5,23.9.2017,manchester-united,57.64,603.08,-26.19,197.14000000000001,154.96,467.83000000000004,186.41,1268.0500000000002
6,30.9.2017,manchester-united,50.09,653.1700000000001,5.37,202.51000000000002,45.61,513.44,101.07,1369.1200000000001
7,14.10.2017,manchester-united,45.64,698.8100000000001,-50.27,152.24,1.32,514.7600000000001,-3.31,1365.8100000000002
8,21.10.2017,manchester-united,81.92,780.73,47.68,199.92000000000002,-111.96,402.8000000000001,17.64,1383.4500000000003
9,28.10.2017,manchester-united,4.96,785.69,8.41,208.33,3.78,406.5800000000001,17.15,1400.6000000000004
10,5.11.2017,manchester-united,42.74,828.4300000000001,-31.38,176.95000000000002,0.23,406.8100000000001,11.59,1412.1900000000003
11,18.11.2017,manchester-united,236.7,1065.13,117.63,294.58000000000004,-24.48,382.3300000000001,329.85,1742.0400000000004
12,25.11.2017,manchester-united,91.32,1156.45,41.39,335.97,90.2,472.5300000000001,222.91,1964.9500000000005
13,28.11.2017,manchester-united,353.19,1509.64,-52.64,283.33000000000004,-50.45,422.0800000000001,250.1,2215.0500000000006
14,2.12.2017,manchester-united,156.39,1666.0300000000002,-32.05,251.28000000000003,122.75,544.8300000000002,247.09,2462.140000000001
15,10.12.2017,manchester-united,84.4,1750.4300000000003,-79.61,171.67000000000002,-102.4,442.4300000000002,-97.61,2364.5300000000007
16,13.12.2017,manchester-united,5.91,1756.3400000000004,4.09,175.76000000000002,39.99,482.4200000000002,49.99,2414.5200000000004
17,17.12.2017,manchester-united,141.98,1898.3200000000004,37.0,212.76000000000002,14.65,497.07000000000016,193.63,2608.1500000000005
18,23.12.2017,manchester-united,23.46,1921.7800000000004,16.38,229.14000000000001,6.92,503.9900000000002,46.76,2654.9100000000008
19,26.12.2017,manchester-united,222.54,2144.3200000000006,113.83,342.97,-56.98,447.01000000000016,279.39,2934.3000000000006
20,30.12.2017,manchester-united,41.2,2185.5200000000004,60.46,403.43,125.99,573.0000000000001,227.65,3161.9500000000007
21,1.1.2018,manchester-united,101.81,2287.3300000000004,45.67,449.1,38.74,611.7400000000001,186.22,3348.1700000000005
22,15.1.2018,manchester-united,308.32,2595.6500000000005,106.64,555.74,99.54,711.2800000000001,514.5,3862.6700000000005
23,20.1.2018,manchester-united,3.63,2599.2800000000007,21.81,577.55,12.35,723.6300000000001,37.79,3900.4600000000005
24,31.1.2018,manchester-united,-9.67,2589.6100000000006,-24.59,552.9599999999999,-44.22,679.4100000000001,-78.48,3821.9800000000005
25,3.2.2018,manchester-united,77.46,2667.0700000000006,75.0,627.9599999999999,79.72,759.1300000000001,232.18,4054.1600000000003
26,11.2.2018,manchester-united,108.53,2775.600000000001,-3.8,624.16,-61.7,697.4300000000001,43.03,4097.1900000000005
27,25.2.2018,manchester-united,207.65,2983.250000000001,-6.74,617.42,-8.7,688.73,192.21,4289.400000000001
28,5.3.2018,manchester-united,276.23,3259.480000000001,65.74,683.16,-194.4,494.33000000000004,147.57,4436.97
29,10.3.2018,manchester-united,133.99,3393.470000000001,-19.73,663.43,14.87,509.20000000000005,129.13,4566.1
30,31.3.2018,manchester-united,92.1,3485.570000000001,46.34,709.77,29.03,538.23,167.47,4733.570000000001
31,7.4.2018,manchester-united,16.09,3501.660000000001,-28.8,680.97,-75.48,462.75,-88.19,4645.380000000001
32,15.4.2018,manchester-united,89.72,3591.380000000001,116.32,797.29,-14.43,448.32,191.61,4836.990000000001
33,18.4.2018,manchester-united,210.18,3801.560000000001,63.57,860.86,133.8,582.12,407.55,5244.540000000001
34,29.4.2018,manchester-united,136.36,3937.920000000001,73.4,934.26,-19.33,562.79,190.43,5434.970000000001
35,4.5.2018,manchester-united,96.62,4034.540000000001,107.73,1041.99,-14.47,548.3199999999999,189.88,5624.850000000001
36,10.5.2018,manchester-united,104.59,4139.130000000001,100.28,1142.27,55.02,603.3399999999999,259.89,5884.740000000002
37,13.5.2018,manchester-united,98.68,4237.810000000001,-51.22,1091.05,160.06,763.3999999999999,207.52,6092.260000000002
0,12.8.2017,chelsea,182.92,0.0,50.22,0.0,-130.11,0.0,103.03,0.0
1,20.8.2017,chelsea,99.9,282.82,-50.54,-0.3200000000000003,80.64,-49.47000000000001,130.0,233.03
2,27.8.2017,chelsea,208.41,491.23,75.77,75.44999999999999,27.1,-22.37000000000001,311.28,544.31
3,9.9.2017,chelsea,18.13,509.36,10.23,85.67999999999999,-9.07,-31.440000000000012,19.29,563.5999999999999
4,17.9.2017,chelsea,88.42,597.78,-47.01,38.669999999999995,105.3,73.85999999999999,146.71,710.31
5,23.9.2017,chelsea,99.99,697.77,-19.84,18.829999999999995,138.11,211.97,218.26,928.5699999999999
6,30.9.2017,chelsea,29.74,727.51,-79.34,-60.510000000000005,83.61,295.58,34.01,962.5799999999999
7,14.10.2017,chelsea,46.41,773.92,-0.39,-60.900000000000006,10.91,306.49,56.93,1019.5099999999999
8,21.10.2017,chelsea,254.43,1028.35,-9.65,-70.55000000000001,66.79,373.28000000000003,311.57,1331.08
9,28.10.2017,chelsea,110.69,1139.04,119.33,48.77999999999999,97.62,470.90000000000003,327.64,1658.7199999999998
10,5.11.2017,chelsea,130.96,1270.0,-4.48,44.29999999999998,186.24,657.1400000000001,312.72,1971.4399999999998
11,18.11.2017,chelsea,152.93,1422.93,21.94,66.23999999999998,39.49,696.6300000000001,214.36,2185.7999999999997
12,25.11.2017,chelsea,68.4,1491.3300000000002,-3.15,63.08999999999998,4.58,701.2100000000002,69.83,2255.6299999999997
13,29.11.2017,chelsea,27.92,1519.2500000000002,17.81,80.89999999999998,69.18,770.3900000000001,114.91,2370.5399999999995
14,2.12.2017,chelsea,291.41,1810.6600000000003,178.56,259.46,65.41,835.8000000000001,535.38,2905.9199999999996
15,9.12.2017,chelsea,11.29,1821.9500000000003,-1.63,257.83,-67.82,767.98,-58.16,2847.7599999999998
16,12.12.2017,chelsea,196.13,2018.0800000000004,142.22,400.04999999999995,30.56,798.54,368.91,3216.6699999999996
17,16.12.2017,chelsea,197.05,2215.1300000000006,112.48,512.53,123.24,921.78,432.77,3649.4399999999996
18,23.12.2017,chelsea,120.71,2335.8400000000006,54.63,567.16,117.0,1038.78,292.34,3941.7799999999997
19,26.12.2017,chelsea,220.62,2556.4600000000005,185.6,752.76,121.8,1160.58,528.02,4469.799999999999
20,30.12.2017,chelsea,284.91,2841.3700000000003,165.2,917.96,70.88,1231.46,520.99,4990.789999999999
21,3.1.2018,chelsea,193.9,3035.2700000000004,33.34,951.3000000000001,30.47,1261.93,257.71,5248.499999999999
22,13.1.2018,chelsea,137.33,3172.6000000000004,16.83,968.1300000000001,-5.51,1256.42,148.65,5397.149999999999
23,20.1.2018,chelsea,300.64,3473.2400000000002,76.15,1044.2800000000002,132.25,1388.67,509.04,5906.189999999999
24,31.1.2018,chelsea,105.79,3579.03,62.69,1106.9700000000003,-96.78,1291.89,71.7,5977.8899999999985
25,5.2.2018,chelsea,20.8,3599.8300000000004,-2.68,1104.2900000000002,-15.61,1276.2800000000002,2.51,5980.399999999999
26,12.2.2018,chelsea,257.36,3857.1900000000005,63.59,1167.88,50.22,1326.5000000000002,371.17,6351.569999999999
27,25.2.2018,chelsea,173.82,4031.0100000000007,49.19,1217.0700000000002,-58.02,1268.4800000000002,164.99,6516.559999999999
28,4.3.2018,chelsea,29.53,4060.540000000001,-41.98,1175.0900000000001,-179.3,1089.1800000000003,-191.75,6324.809999999999
29,10.3.2018,chelsea,30.12,4090.6600000000008,23.39,1198.4800000000002,8.85,1098.0300000000002,62.36,6387.169999999998
30,1.4.2018,chelsea,136.6,4227.260000000001,-38.38,1160.1000000000001,61.79,1159.8200000000002,160.01,6547.1799999999985
31,8.4.2018,chelsea,162.14,4389.4000000000015,157.59,1317.69,51.28,1211.1000000000001,371.01,6918.189999999999
32,14.4.2018,chelsea,233.31,4622.710000000002,42.8,1360.49,-13.84,1197.2600000000002,262.27,7180.459999999999
33,19.4.2018,chelsea,115.87,4738.580000000002,86.89,1447.38,82.32,1279.5800000000002,285.08,7465.539999999999
34,28.4.2018,chelsea,99.49,4838.0700000000015,55.57,1502.95,140.09,1419.67,295.15,7760.689999999999
35,6.5.2018,chelsea,102.46,4940.530000000002,-27.44,1475.51,180.86,1600.5300000000002,255.88,8016.569999999999
36,9.5.2018,chelsea,189.11,5129.640000000001,93.22,1568.73,15.16,1615.6900000000003,297.49,8314.06
37,13.5.2018,chelsea,48.04,5177.680000000001,68.82,1637.55,-26.29,1589.4000000000003,90.57,8404.63
0,11.8.2017,arsenal,94.36,0.0,70.64,0.0,-68.69,0.0,96.31,0.0
1,19.8.2017,arsenal,113.98,208.34,93.03,163.67000000000002,12.65,-56.04,219.66,315.97
2,27.8.2017,arsenal,-1.88,206.46,-19.43,144.24,-185.19,-241.23,-206.5,109.47000000000003
3,9.9.2017,arsenal,227.87,434.33000000000004,37.13,181.37,148.25,-92.97999999999999,413.25,522.72
4,17.9.2017,arsenal,58.98,493.31000000000006,-14.04,167.33,112.81,19.830000000000013,157.75,680.47
5,25.9.2017,arsenal,136.56,629.8700000000001,84.91,252.24,130.21,150.04000000000002,351.68,1032.15
6,1.10.2017,arsenal,130.57,760.44,111.35,363.59000000000003,103.03,253.07000000000002,344.95,1377.1000000000001
7,14.10.2017,arsenal,76.19,836.6300000000001,40.43,404.02000000000004,64.71,317.78000000000003,181.33,1558.43
8,22.10.2017,arsenal,390.72,1227.3500000000001,70.09,474.11,-52.6,265.18,408.21,1966.64
9,28.10.2017,arsenal,28.66,1256.0100000000002,102.62,576.73,-20.02,245.16,111.26,2077.9
10,5.11.2017,arsenal,56.24,1312.2500000000002,-36.08,540.65,-153.96,91.19999999999999,-133.8,1944.1000000000001
11,18.11.2017,arsenal,10.27,1322.5200000000002,-19.28,521.37,63.46,154.66,54.45,1998.5500000000002
12,26.11.2017,arsenal,8.92,1331.4400000000003,-13.34,508.03000000000003,60.19,214.85,55.77,2054.32
13,29.11.2017,arsenal,39.22,1370.6600000000003,45.68,553.71,60.35,275.2,145.25,2199.57
14,2.12.2017,arsenal,270.58,1641.2400000000002,122.57,676.28,-136.31,138.89,256.84,2456.4100000000003
15,10.12.2017,arsenal,165.71,1806.9500000000003,143.03,819.31,3.99,142.88,312.73,2769.1400000000003
16,13.12.2017,arsenal,30.81,1837.7600000000002,20.92,840.2299999999999,3.35,146.23,55.08,2824.2200000000003
17,16.12.2017,arsenal,105.94,1943.7000000000003,91.48,931.7099999999999,14.88,161.10999999999999,212.3,3036.5200000000004
18,22.12.2017,arsenal,29.79,1973.4900000000002,-65.62,866.0899999999999,15.98,177.08999999999997,-19.85,3016.6700000000005
19,28.12.2017,arsenal,223.38,2196.8700000000003,46.84,912.93,-12.05,165.03999999999996,258.17,3274.8400000000006
20,31.12.2017,arsenal,77.13,2274.0000000000005,72.96,985.89,-1.58,163.45999999999995,148.51,3423.3500000000004
21,3.1.2018,arsenal,196.29,2470.2900000000004,68.06,1053.95,-117.79,45.669999999999945,146.56,3569.9100000000003
22,14.1.2018,arsenal,91.3,2561.5900000000006,-95.5,958.45,-183.39,-137.72000000000003,-187.59,3382.32
23,20.1.2018,arsenal,98.42,2660.0100000000007,32.27,990.72,-0.78,-138.50000000000003,129.91,3512.23
24,30.1.2018,arsenal,87.08,2747.0900000000006,258.75,1249.47,-181.11,-319.61,164.72,3676.95
25,3.2.2018,arsenal,290.41,3037.5000000000005,33.85,1283.32,60.16,-259.45000000000005,384.42,4061.37
26,10.2.2018,arsenal,31.69,3069.1900000000005,-23.42,1259.8999999999999,31.74,-227.71000000000004,40.01,4101.38
27,1.3.2018,arsenal,65.26,3134.4500000000007,-24.78,1235.12,-144.53,-372.24,-104.05,3997.33
28,4.3.2018,arsenal,198.04,3332.4900000000007,84.88,1320.0,-74.33,-446.57,208.59,4205.92
29,11.3.2018,arsenal,54.24,3386.7300000000005,26.9,1346.9,25.8,-420.77,106.94,4312.86
30,9.5.2018,arsenal,118.13,3504.8600000000006,-2.43,1344.47,-109.58,-530.35,6.12,4318.98
31,1.4.2018,arsenal,35.91,3540.7700000000004,20.53,1365.0,60.79,-469.56,117.23,4436.209999999999
32,8.4.2018,arsenal,110.93,3651.7000000000003,73.75,1438.75,14.24,-455.32,198.92,4635.129999999999
33,15.4.2018,arsenal,102.31,3754.01,32.57,1471.32,-6.93,-462.25,127.95,4763.079999999999
34,22.4.2018,arsenal,267.52,4021.53,118.24,1589.56,-13.5,-475.75,372.26,5135.339999999999
35,29.4.2018,arsenal,103.16,4124.6900000000005,-6.74,1582.82,49.85,-425.9,146.27,5281.61
36,6.5.2018,arsenal,334.22,4458.910000000001,133.54,1716.36,136.82,-289.08,604.58,5886.19
37,13.5.2018,arsenal,126.48,4585.39,-47.32,1669.04,189.82,-99.25999999999999,268.98,6155.17
0,12.8.2017,manchester-city,55.35,0.0,78.0,0.0,8.57,0.0,141.92,0.0
1,21.8.2017,manchester-city,130.07,185.42,45.48,123.47999999999999,-4.2,4.37,171.35,313.27
2,26.8.2017,manchester-city,177.58,363.0,80.43,203.91,-30.5,-26.13,227.51,540.78
3,9.9.2017,manchester-city,328.49,691.49,152.02,355.93,100.02,73.89,580.53,1121.31
4,16.9.2017,manchester-city,94.43,785.9200000000001,17.81,373.74,81.83,155.72,194.07,1315.3799999999999
5,23.9.2017,manchester-city,394.67,1180.5900000000001,169.43,543.1700000000001,21.03,176.75,585.13,1900.5099999999998
6,30.9.2017,manchester-city,129.06,1309.65,147.05,690.22,63.49,240.24,339.6,2240.1099999999997
7,14.10.2017,manchester-city,385.92,1695.5700000000002,241.62,931.84,-24.63,215.61,602.91,2843.0199999999995
8,21.10.2017,manchester-city,212.13,1907.7000000000003,150.01,1081.85,3.51,219.12,365.65,3208.6699999999996
9,28.10.2017,manchester-city,215.03,2122.7300000000005,171.76,1253.61,-78.67,140.45,308.12,3516.7899999999995
10,5.11.2017,manchester-city,216.52,2339.2500000000005,58.28,1311.8899999999999,66.35,206.79999999999998,341.15,3857.9399999999996
11,18.11.2017,manchester-city,147.38,2486.6300000000006,98.07,1409.9599999999998,56.2,263.0,301.65,4159.589999999999
12,26.11.2017,manchester-city,104.93,2591.5600000000004,106.7,1516.6599999999999,54.25,317.25,265.88,4425.469999999999
13,29.11.2017,manchester-city,125.88,2717.4400000000005,108.1,1624.7599999999998,16.67,333.92,250.65,4676.119999999999
14,3.12.2017,manchester-city,42.21,2759.6500000000005,39.54,1664.2999999999997,21.32,355.24,103.07,4779.189999999999
15,10.12.2017,manchester-city,180.17,2939.8200000000006,54.19,1718.4899999999998,-43.23,312.01,191.13,4970.319999999999
16,13.12.2017,manchester-city,109.08,3048.9000000000005,114.52,1833.0099999999998,63.85,375.86,287.45,5257.769999999999
17,16.12.2017,manchester-city,347.88,3396.7800000000007,-19.18,1813.8299999999997,-20.36,355.5,308.34,5566.109999999999
18,23.12.2017,manchester-city,2.57,3399.350000000001,36.92,1850.7499999999998,66.52,422.02,106.01,5672.119999999999
19,27.12.2017,manchester-city,137.96,3537.310000000001,171.25,2021.9999999999998,104.53,526.55,413.74,6085.859999999999
20,31.12.2017,manchester-city,106.48,3643.790000000001,46.82,2068.8199999999997,18.06,544.6099999999999,171.36,6257.219999999998
21,2.1.2018,manchester-city,48.94,3692.730000000001,36.67,2105.49,-15.44,529.1699999999998,70.17,6327.3899999999985
22,14.1.2018,manchester-city,225.08,3917.810000000001,22.72,2128.2099999999996,-222.56,306.60999999999984,25.24,6352.629999999998
23,20.1.2018,manchester-city,26.33,3944.140000000001,93.53,2221.74,-6.52,300.08999999999986,113.34,6465.969999999998
24,31.1.2018,manchester-city,227.89,4172.030000000001,130.2,2351.9399999999996,111.77,411.85999999999984,469.86,6935.829999999998
25,3.2.2018,manchester-city,174.35,4346.380000000001,108.87,2460.8099999999995,63.93,475.78999999999985,347.15,7282.979999999998
26,10.2.2018,manchester-city,316.1,4662.480000000001,100.8,2561.6099999999997,-61.25,414.53999999999985,355.65,7638.629999999997
27,1.3.2018,manchester-city,248.8,4911.280000000002,-3.76,2557.8499999999995,142.02,556.5599999999998,387.06,8025.689999999998
28,4.3.2018,manchester-city,226.92,5138.200000000002,277.2,2835.0499999999993,-25.19,531.3699999999998,478.93,8504.619999999997
29,12.3.2018,manchester-city,61.03,5199.230000000001,49.91,2884.959999999999,70.75,602.1199999999998,181.69,8686.309999999998
30,31.3.2018,manchester-city,175.93,5375.160000000002,115.31,3000.269999999999,16.33,618.4499999999998,307.57,8993.879999999997
31,7.4.2018,manchester-city,42.62,5417.780000000002,11.68,3011.949999999999,-46.98,571.4699999999998,7.32,9001.199999999997
32,14.4.2018,manchester-city,185.02,5602.800000000002,16.05,3027.999999999999,-96.02,475.4499999999998,105.05,9106.249999999996
33,22.4.2018,manchester-city,343.59,5946.390000000002,262.12,3290.119999999999,98.14,573.5899999999998,703.85,9810.099999999997
34,29.4.2018,manchester-city,207.08,6153.470000000002,239.43,3529.549999999999,11.82,585.4099999999999,458.33,10268.429999999997
35,6.5.2018,manchester-city,19.54,6173.010000000002,125.59,3655.139999999999,139.89,725.2999999999998,285.02,10553.449999999997
36,9.5.2018,manchester-city,265.33,6438.340000000002,257.07,3912.209999999999,73.06,798.3599999999999,595.46,11148.909999999996
37,13.5.2018,manchester-city,107.04,6545.380000000002,55.5,3967.709999999999,68.5,866.8599999999999,231.04,11379.949999999997
0,13.8.2017,tottenham-hotspur,162.29,0.0,152.48,0.0,112.43,0.0,427.2,0.0
1,20.8.2017,tottenham-hotspur,121.63,283.91999999999996,38.57,191.04999999999998,-110.04,2.3900000000000006,50.16,477.36
2,27.8.2017,tottenham-hotspur,191.56,475.47999999999996,97.22,288.27,22.77,25.16,311.55,788.9100000000001
3,9.9.2017,tottenham-hotspur,161.79,637.27,4.22,292.49,151.13,176.29,317.14,1106.0500000000002
4,16.9.2017,tottenham-hotspur,18.44,655.71,31.13,323.62,42.18,218.47,91.75,1197.8000000000002
5,23.9.2017,tottenham-hotspur,109.29,765.0,-15.76,307.86,53.96,272.43,147.49,1345.2900000000002
6,30.9.2017,tottenham-hotspur,24.41,789.41,-17.11,290.75,31.3,303.73,38.6,1383.89
7,14.10.2017,tottenham-hotspur,94.24,883.65,106.03,396.78,91.34,395.07000000000005,291.61,1675.5
8,22.10.2017,tottenham-hotspur,201.0,1084.65,-27.61,369.16999999999996,123.9,518.97,297.29,1972.79
9,28.10.2017,tottenham-hotspur,3.57,1088.22,-22.08,347.09,-9.16,509.81,-27.67,1945.12
10,5.11.2017,tottenham-hotspur,76.35,1164.57,38.06,385.15,154.04,663.85,268.45,2213.5699999999997
11,18.11.2017,tottenham-hotspur,9.77,1174.34,0.53,385.67999999999995,12.99,676.84,23.29,2236.8599999999997
12,25.11.2017,tottenham-hotspur,36.2,1210.54,45.81,431.48999999999995,-21.06,655.7800000000001,60.95,2297.8099999999995
13,28.11.2017,tottenham-hotspur,7.68,1218.22,-5.87,425.61999999999995,34.74,690.5200000000001,36.55,2334.3599999999997
14,2.12.2017,tottenham-hotspur,66.39,1284.6100000000001,-85.79,339.8299999999999,75.7,766.2200000000001,56.3,2390.66
15,9.12.2017,tottenham-hotspur,-2.48,1282.13,1.62,341.44999999999993,-11.91,754.3100000000002,-12.77,2377.89
16,13.12.2017,tottenham-hotspur,335.28,1617.41,181.38,522.8299999999999,147.19,901.5000000000002,663.85,3041.74
17,16.12.2017,tottenham-hotspur,74.06,1691.47,-76.1,446.7299999999999,-235.45,666.0500000000002,-237.49,2804.25
18,23.12.2017,tottenham-hotspur,192.08,1883.55,32.62,479.3499999999999,129.89,795.9400000000002,354.59,3158.84
19,26.12.2017,tottenham-hotspur,89.06,1972.61,2.2,481.5499999999999,-39.46,756.4800000000001,51.8,3210.6400000000003
20,2.1.2018,tottenham-hotspur,86.42,2059.0299999999997,112.07,593.6199999999999,110.08,866.5600000000002,308.57,3519.2100000000005
21,4.1.2018,tottenham-hotspur,114.52,2173.5499999999997,71.68,665.3,35.46,902.0200000000002,221.66,3740.8700000000003
22,13.1.2018,tottenham-hotspur,309.85,2483.3999999999996,27.32,692.62,133.55,1035.5700000000002,470.72,4211.59
23,21.1.2018,tottenham-hotspur,46.65,2530.0499999999997,12.81,705.43,3.67,1039.2400000000002,63.13,4274.72
24,31.1.2018,tottenham-hotspur,51.89,2581.9399999999996,-4.69,700.7399999999999,91.32,1130.5600000000002,138.52,4413.240000000001
25,4.2.2018,tottenham-hotspur,147.07,2729.0099999999998,-28.83,671.9099999999999,-80.64,1049.92,37.6,4450.840000000001
26,10.2.2018,tottenham-hotspur,108.88,2837.89,76.34,748.2499999999999,113.04,1162.96,298.26,4749.100000000001
27,25.2.2018,tottenham-hotspur,70.77,2908.66,14.83,763.0799999999999,117.5,1280.46,203.1,4952.200000000002
28,3.3.2018,tottenham-hotspur,141.09,3049.75,29.96,793.04,59.02,1339.48,230.07,5182.270000000001
29,11.3.2018,tottenham-hotspur,21.79,3071.54,8.58,801.62,20.84,1360.32,51.21,5233.480000000001
30,1.4.2018,tottenham-hotspur,206.35,3277.89,-68.41,733.21,-16.3,1344.02,121.64,5355.120000000002
31,7.4.2018,tottenham-hotspur,162.0,3439.89,19.84,753.0500000000001,35.64,1379.66,217.48,5572.600000000001
32,14.4.2018,tottenham-hotspur,142.35,3582.24,-21.36,731.69,-109.74,1269.92,11.25,5583.850000000001
33,17.4.2018,tottenham-hotspur,134.85,3717.0899999999997,45.12,776.8100000000001,-11.62,1258.3000000000002,168.35,5752.200000000002
34,30.4.2018,tottenham-hotspur,131.58,3848.6699999999996,34.08,810.8900000000001,103.7,1362.0000000000002,269.36,6021.560000000001
35,5.5.2018,tottenham-hotspur,63.67,3912.3399999999997,88.72,899.6100000000001,-8.32,1353.6800000000003,144.07,6165.630000000001
36,9.5.2018,tottenham-hotspur,117.49,4029.8299999999995,3.15,902.7600000000001,108.7,1462.3800000000003,229.34,6394.970000000001
37,13.5.2018,tottenham-hotspur,244.15,4273.98,-24.35,878.4100000000001,-128.71,1333.6700000000003,91.09,6486.060000000001
0,12.8.2017,liverpool,146.19,0.0,-62.25,0.0,-84.56,0.0,-0.62,0.0
1,19.8.2017,liverpool,158.15,304.34000000000003,67.51,5.260000000000005,83.19,-1.3700000000000045,308.85,308.23
2,27.8.2017,liverpool,286.91,591.25,57.33,62.59,121.41,120.03999999999999,465.65,773.88
3,9.9.2017,liverpool,71.76,663.01,-15.27,47.32000000000001,-122.81,-2.7700000000000102,-66.32,707.56
4,16.9.2017,liverpool,224.24,887.25,189.42,236.74,2.49,-0.28000000000001,416.15,1123.71
5,23.9.2017,liverpool,127.52,1014.77,-7.43,229.31,36.63,36.349999999999994,156.72,1280.43
6,1.10.2017,liverpool,116.35,1131.12,70.91,300.22,86.9,123.25,274.16,1554.5900000000001
7,14.10.2017,liverpool,143.78,1274.8999999999999,13.19,313.41,59.69,182.94,216.66,1771.2500000000002
8,22.10.2017,liverpool,136.17,1411.07,29.67,343.08000000000004,-185.35,-2.4099999999999966,-19.51,1751.7400000000002
9,28.10.2017,liverpool,157.7,1568.77,95.77,438.85,87.62,85.21000000000001,341.09,2092.8300000000004
10,4.11.2017,liverpool,199.52,1768.29,-29.27,409.58000000000004,-3.6,81.61000000000001,166.65,2259.4800000000005
11,18.11.2017,liverpool,37.4,1805.69,24.7,434.28000000000003,85.65,167.26000000000002,147.75,2407.2300000000005
12,25.11.2017,liverpool,275.46,2081.15,105.22,539.5,37.72,204.98000000000002,418.4,2825.6300000000006
13,29.11.2017,liverpool,71.92,2153.07,-18.38,521.12,51.06,256.04,104.6,2930.2300000000005
14,2.12.2017,liverpool,-0.34,2152.73,27.22,548.34,12.03,268.07,38.91,2969.1400000000003
15,10.12.2017,liverpool,1.82,2154.55,8.93,557.27,-64.95,203.12,-54.2,2914.9400000000005
16,13.12.2017,liverpool,47.3,2201.8500000000004,40.47,597.74,31.99,235.11,119.76,3034.7000000000007
17,17.12.2017,liverpool,250.94,2452.7900000000004,123.1,720.84,166.8,401.91,540.84,3575.540000000001
18,22.12.2017,liverpool,69.66,2522.4500000000003,19.08,739.9200000000001,98.87,500.78000000000003,187.61,3763.150000000001
19,26.12.2017,liverpool,396.22,2918.67,124.44,864.3600000000001,177.68,678.46,698.34,4461.490000000001
20,30.12.2017,liverpool,239.86,3158.53,8.52,872.8800000000001,-21.5,656.96,226.88,4688.370000000001
21,1.1.2018,liverpool,309.74,3468.2700000000004,-13.84,859.0400000000001,36.16,693.12,332.06,5020.430000000001
22,14.1.2018,liverpool,315.37,3783.6400000000003,-84.65,774.3900000000001,-107.39,585.73,123.33,5143.760000000001
23,22.1.2018,liverpool,134.9,3918.5400000000004,229.39,1003.7800000000001,-6.33,579.4,357.96,5501.720000000001
24,30.1.2018,liverpool,173.38,4091.9200000000005,167.65,1171.43,148.95,728.3499999999999,489.98,5991.700000000001
25,4.2.2018,liverpool,114.3,4206.22,-87.55,1083.88,-30.29,698.06,-3.54,5988.160000000001
26,11.2.2018,liverpool,-2.99,4203.2300000000005,-10.39,1073.49,61.11,759.17,47.73,6035.89
27,24.2.2018,liverpool,342.19,4545.42,157.45,1230.94,68.09,827.26,567.73,6603.620000000001
28,3.3.2018,liverpool,168.3,4713.72,100.91,1331.8500000000001,56.55,883.81,325.76,6929.380000000001
29,10.3.2018,liverpool,14.17,4727.89,-4.46,1327.39,-139.72,744.0899999999999,-130.01,6799.370000000001
30,17.3.2018,liverpool,317.82,5045.71,-32.53,1294.8600000000001,104.0,848.0899999999999,389.29,7188.660000000001
31,31.3.2018,liverpool,124.81,5170.52,70.85,1365.71,-61.49,786.5999999999999,134.17,7322.830000000001
32,7.4.2018,liverpool,68.26,5238.780000000001,-39.04,1326.67,195.94,982.54,225.16,7547.990000000001
33,14.4.2018,liverpool,171.06,5409.840000000001,99.06,1425.73,192.36,1174.9,462.48,8010.470000000001
34,21.4.2018,liverpool,150.95,5560.790000000001,34.71,1460.44,-44.68,1130.22,140.98,8151.450000000001
35,28.4.2018,liverpool,48.46,5609.250000000001,18.06,1478.5,118.3,1248.52,184.82,8336.27
36,6.5.2018,liverpool,39.38,5648.630000000001,95.92,1574.42,-24.97,1223.55,110.33,8446.6
37,13.5.2018,liverpool,259.64,5908.270000000001,157.34,1731.76,122.18,1345.73,539.16,8985.76
0,12.8.2017,everton,42.58,0.0,1.59,0.0,132.36,0.0,176.53,0.0
1,21.8.2017,everton,30.8,73.38,-96.84,-95.25,-22.7,109.66000000000001,-88.74,87.79
2,27.8.2017,everton,22.62,96.0,-14.55,-109.8,4.11,113.77000000000001,12.18,99.97
3,9.9.2017,everton,42.77,138.77,-19.3,-129.1,-91.43,22.340000000000003,-67.96,32.010000000000005
4,17.9.2017,everton,3.88,142.65,8.13,-120.97,-8.74,13.600000000000003,3.27,35.28000000000001
5,23.9.2017,everton,93.73,236.38,6.66,-114.31,60.6,74.2,160.99,196.27
6,1.10.2017,everton,32.12,268.5,-1.27,-115.58,-28.91,45.290000000000006,1.94,198.21
7,15.10.2017,everton,54.65,323.15,-4.06,-119.64,48.22,93.51,98.81,297.02
8,22.10.2017,everton,93.49,416.64,-53.25,-172.89,-137.42,-43.90999999999998,-97.18,199.83999999999997
